Year,Month,Country,Mode,TradeType,TradeValue
2000,10,Mexico,Pipeline,Export,19723926.0
2000,10,Mexico,Pipeline,Import,19723926.0
2000,10,Mexico,Pipeline,Unknown,9856497.0
2000,10,Mexico,Rail,Export,984106504.0
2000,10,Mexico,Rail,Import,984106504.0
2000,10,Mexico,Rail,Unknown,2007760664.0
2000,10,Mexico,Truck,Export,7559626178.0
2000,10,Mexico,Truck,Import,7559626178.0
2000,10,Mexico,Truck,Unknown,8299850339.0
2000,11,Canada,Foreign Trade Zones (FTZs),Unknown,5413916.0
2000,11,Canada,Mail (U.S. Postal Service),Export,27275.0
2000,11,Canada,Mail (U.S. Postal Service),Import,27275.0
2000,11,Canada,Mail (U.S. Postal Service),Unknown,797951.0
2000,11,Canada,Other/Unknown,Export,1010060545.0
2000,11,Canada,Other/Unknown,Import,1010060545.0
2000,11,Canada,Other/Unknown,Unknown,937307103.0
2000,11,Canada,Pipeline,Export,7274264.0
2000,11,Canada,Pipeline,Import,7274264.0
2000,11,Canada,Pipeline,Unknown,2009718341.0
2000,11,Canada,Rail,Export,1088897275.0
2000,11,Canada,Rail,Import,1088897275.0
2000,11,Canada,Rail,Unknown,4544291007.0
2000,11,Canada,Truck,Export,10805609092.0
2000,11,Canada,Truck,Import,10805576356.0
2000,11,Canada,Truck,Unknown,10616815337.0
2000,11,Mexico,Foreign Trade Zones (FTZs),Unknown,201955864.0
2000,11,Mexico,Other/Unknown,Export,355785689.0
2000,11,Mexico,Other/Unknown,Import,355785689.0
2000,11,Mexico,Other/Unknown,Unknown,147192220.0
2000,11,Mexico,Pipeline,Export,68647335.0
2000,11,Mexico,Pipeline,Import,68647335.0
2000,11,Mexico,Pipeline,Unknown,121760.0
2000,11,Mexico,Rail,Export,1017564534.0
2000,11,Mexico,Rail,Import,1017564534.0
2000,11,Mexico,Rail,Unknown,1781969844.0
2000,11,Mexico,Truck,Export,7260826688.0
2000,11,Mexico,Truck,Import,7260750761.0
2000,11,Mexico,Truck,Unknown,7929898757.0
2000,12,Canada,Foreign Trade Zones (FTZs),Unknown,5592960.0
2000,12,Canada,Mail (U.S. Postal Service),Export,52359.0
2000,12,Canada,Mail (U.S. Postal Service),Import,52359.0
2000,12,Canada,Mail (U.S. Postal Service),Unknown,459691.0
2000,12,Canada,Other/Unknown,Export,1125883804.0
2000,12,Canada,Other/Unknown,Import,1125883804.0
2000,12,Canada,Other/Unknown,Unknown,1146997379.0
2000,12,Canada,Pipeline,Export,7773688.0
2000,12,Canada,Pipeline,Import,7773688.0
2000,12,Canada,Pipeline,Unknown,3372391639.0
2000,12,Canada,Rail,Export,937651797.0
2000,12,Canada,Rail,Import,937651797.0
2000,12,Canada,Rail,Unknown,3824217673.0
2000,12,Canada,Truck,Export,9386900548.0
2000,12,Canada,Truck,Import,9386843226.0
2000,12,Canada,Truck,Unknown,9069139725.0
2000,12,Mexico,Foreign Trade Zones (FTZs),Unknown,128729051.0
2000,12,Mexico,Mail (U.S. Postal Service),Unknown,516132.0
2000,12,Mexico,Other/Unknown,Export,348748570.0
2000,12,Mexico,Other/Unknown,Import,348748570.0
2000,12,Mexico,Other/Unknown,Unknown,138755294.0
2000,12,Mexico,Pipeline,Export,14189336.0
2000,12,Mexico,Pipeline,Import,14189336.0
2000,12,Mexico,Rail,Export,896099463.0
2000,12,Mexico,Rail,Import,896099463.0
2000,12,Mexico,Rail,Unknown,1594401449.0
2000,12,Mexico,Truck,Export,6423922591.0
2000,12,Mexico,Truck,Import,6423907825.0
2000,12,Mexico,Truck,Unknown,6339078927.0
2001,1,Canada,Foreign Trade Zones (FTZs),Unknown,5099232.0
2001,1,Canada,Mail (U.S. Postal Service),Export,371457.0
2001,1,Canada,Mail (U.S. Postal Service),Import,371457.0
2001,1,Canada,Mail (U.S. Postal Service),Unknown,1001757.0
2001,1,Canada,Other/Unknown,Export,1326932542.0
2001,1,Canada,Other/Unknown,Import,1326932542.0
2001,1,Canada,Other/Unknown,Unknown,886889883.0
2001,1,Canada,Pipeline,Export,4660631.0
2001,1,Canada,Pipeline,Import,4660631.0
2001,1,Canada,Pipeline,Unknown,3094384031.0
2001,1,Canada,Rail,Export,963591952.0
2001,1,Canada,Rail,Import,963438168.0
2001,1,Canada,Rail,Unknown,3996937240.0
2001,1,Canada,Truck,Export,9543690829.0
2001,1,Canada,Truck,Import,9543690829.0
2001,1,Canada,Truck,Unknown,10031413223.0
2001,1,Mexico,Foreign Trade Zones (FTZs),Unknown,176296483.0
2001,1,Mexico,Mail (U.S. Postal Service),Unknown,2166.0
2001,1,Mexico,Other/Unknown,Export,312564826.0
2001,1,Mexico,Other/Unknown,Import,312564826.0
2001,1,Mexico,Other/Unknown,Unknown,116804005.0
2001,1,Mexico,Pipeline,Export,12435267.0
2001,1,Mexico,Pipeline,Import,12435267.0
2001,1,Mexico,Pipeline,Unknown,62382.0
2001,1,Mexico,Rail,Export,774942657.0
2001,1,Mexico,Rail,Import,774942657.0
2001,1,Mexico,Rail,Unknown,1672168184.0
2001,1,Mexico,Truck,Export,6479052321.0
2001,1,Mexico,Truck,Import,6479038325.0
2001,1,Mexico,Truck,Unknown,6924433736.0
2001,2,Canada,Foreign Trade Zones (FTZs),Unknown,3244699.0
2001,2,Canada,Mail (U.S. Postal Service),Export,52044.0
2001,2,Canada,Mail (U.S. Postal Service),Import,52044.0
2001,2,Canada,Mail (U.S. Postal Service),Unknown,170450.0
2001,2,Canada,Other/Unknown,Export,1353525446.0
2001,2,Canada,Other/Unknown,Import,1353525435.0
2001,2,Canada,Other/Unknown,Unknown,1118217637.0
2001,2,Canada,Pipeline,Export,3271308.0
2001,2,Canada,Pipeline,Import,3271308.0
2001,2,Canada,Pipeline,Unknown,2319365357.0
2001,2,Canada,Rail,Export,961645655.0
2001,2,Canada,Rail,Import,961645655.0
2001,2,Canada,Rail,Unknown,3970791304.0
2001,2,Canada,Truck,Export,9529178868.0
2001,2,Canada,Truck,Import,9529178868.0
2001,2,Canada,Truck,Unknown,9158820509.0
2001,2,Mexico,Foreign Trade Zones (FTZs),Unknown,183777366.0
2001,2,Mexico,Mail (U.S. Postal Service),Unknown,1692.0
2001,2,Mexico,Other/Unknown,Export,291987937.0
2001,2,Mexico,Other/Unknown,Import,291987937.0
2001,2,Mexico,Other/Unknown,Unknown,129625645.0
2001,2,Mexico,Pipeline,Export,43348071.0
2001,2,Mexico,Pipeline,Import,43348071.0
2001,2,Mexico,Pipeline,Unknown,270927.0
2001,2,Mexico,Rail,Export,942950293.0
2001,2,Mexico,Rail,Import,942655251.0
2001,2,Mexico,Rail,Unknown,1694995407.0
2001,2,Mexico,Truck,Export,6352825689.0
2001,2,Mexico,Truck,Import,6352804629.0
2001,2,Mexico,Truck,Unknown,6769161814.0
2001,3,Canada,Foreign Trade Zones (FTZs),Unknown,3302083.0
2001,3,Canada,Mail (U.S. Postal Service),Export,12409.0
2001,3,Canada,Mail (U.S. Postal Service),Import,12409.0
2001,3,Canada,Mail (U.S. Postal Service),Unknown,267846.0
2001,3,Canada,Other/Unknown,Export,1479575179.0
2001,3,Canada,Other/Unknown,Import,1479575179.0
2001,3,Canada,Other/Unknown,Unknown,949514763.0
2001,3,Canada,Pipeline,Export,36943521.0
2001,3,Canada,Pipeline,Import,36943521.0
2001,3,Canada,Pipeline,Unknown,2321869859.0
2001,3,Canada,Rail,Export,1179192095.0
2001,3,Canada,Rail,Import,1179183833.0
2001,3,Canada,Rail,Unknown,4328437116.0
2001,3,Canada,Truck,Export,11104747256.0
2001,3,Canada,Truck,Import,11104740971.0
2001,3,Canada,Truck,Unknown,10700209473.0
2001,3,Mexico,Foreign Trade Zones (FTZs),Unknown,179275475.0
2001,3,Mexico,Other/Unknown,Export,297768369.0
2001,3,Mexico,Other/Unknown,Import,297763999.0
2001,3,Mexico,Other/Unknown,Unknown,117395549.0
2001,3,Mexico,Pipeline,Export,13763565.0
2001,3,Mexico,Pipeline,Import,13763565.0
2001,3,Mexico,Pipeline,Unknown,153204.0
2001,3,Mexico,Rail,Export,996185267.0
2001,3,Mexico,Rail,Import,994850774.0
2001,3,Mexico,Rail,Unknown,1989997569.0
2001,3,Mexico,Truck,Export,6602790248.0
2001,3,Mexico,Truck,Import,6602781848.0
2001,3,Mexico,Truck,Unknown,7926871553.0
2001,4,Canada,Foreign Trade Zones (FTZs),Unknown,2271492.0
2001,4,Canada,Mail (U.S. Postal Service),Export,131485.0
2001,4,Canada,Mail (U.S. Postal Service),Import,131485.0
2001,4,Canada,Mail (U.S. Postal Service),Unknown,566025.0
2001,4,Canada,Other/Unknown,Export,1118740052.0
2001,4,Canada,Other/Unknown,Import,1118734948.0
2001,4,Canada,Other/Unknown,Unknown,1007896978.0
2001,4,Canada,Pipeline,Export,6994208.0
2001,4,Canada,Pipeline,Import,6994208.0
2001,4,Canada,Pipeline,Unknown,2630803383.0
2001,4,Canada,Rail,Export,1202251034.0
2001,4,Canada,Rail,Import,1202227751.0
2001,4,Canada,Rail,Unknown,3975782498.0
2001,4,Canada,Truck,Export,10558869420.0
2001,4,Canada,Truck,Import,10558869420.0
2001,4,Canada,Truck,Unknown,10077872156.0
2001,4,Mexico,Foreign Trade Zones (FTZs),Unknown,154372055.0
2001,4,Mexico,Mail (U.S. Postal Service),Export,28502.0
2001,4,Mexico,Mail (U.S. Postal Service),Import,28502.0
2001,4,Mexico,Mail (U.S. Postal Service),Unknown,15790.0
2001,4,Mexico,Other/Unknown,Export,386754209.0
2001,4,Mexico,Other/Unknown,Import,386754209.0
2001,4,Mexico,Other/Unknown,Unknown,137921575.0
2001,4,Mexico,Pipeline,Export,38377629.0
2001,4,Mexico,Pipeline,Import,38377629.0
2001,4,Mexico,Pipeline,Unknown,84092.0
2001,4,Mexico,Rail,Export,859698831.0
2001,4,Mexico,Rail,Import,859686204.0
2001,4,Mexico,Rail,Unknown,1714134220.0
2001,4,Mexico,Truck,Export,5962065094.0
2001,4,Mexico,Truck,Import,5962022942.0
2001,4,Mexico,Truck,Unknown,6956822637.0
2001,5,Canada,Foreign Trade Zones (FTZs),Unknown,2155833.0
2001,5,Canada,Mail (U.S. Postal Service),Export,26320.0
2001,5,Canada,Mail (U.S. Postal Service),Import,26320.0
2001,5,Canada,Mail (U.S. Postal Service),Unknown,1082342.0
2001,5,Canada,Other/Unknown,Export,1271675426.0
2001,5,Canada,Other/Unknown,Import,1271675426.0
2001,5,Canada,Other/Unknown,Unknown,1156300431.0
2001,5,Canada,Pipeline,Export,62711152.0
2001,5,Canada,Pipeline,Import,62711152.0
2001,5,Canada,Pipeline,Unknown,2624524512.0
2001,5,Canada,Rail,Export,1202060977.0
2001,5,Canada,Rail,Import,1202011189.0
2001,5,Canada,Rail,Unknown,4106838114.0
2001,5,Canada,Truck,Export,11061461673.0
2001,5,Canada,Truck,Import,11061461673.0
2001,5,Canada,Truck,Unknown,10751720516.0
2001,5,Mexico,Foreign Trade Zones (FTZs),Unknown,165705096.0
2001,5,Mexico,Mail (U.S. Postal Service),Export,11940.0
2001,5,Mexico,Mail (U.S. Postal Service),Import,11940.0
2001,5,Mexico,Mail (U.S. Postal Service),Unknown,12093.0
2001,5,Mexico,Other/Unknown,Export,273987781.0
2001,5,Mexico,Other/Unknown,Import,273987781.0
2001,5,Mexico,Other/Unknown,Unknown,120341677.0
2001,5,Mexico,Pipeline,Export,10034428.0
2001,5,Mexico,Pipeline,Import,10034428.0
2001,5,Mexico,Pipeline,Unknown,165578.0
2001,5,Mexico,Rail,Export,860874426.0
2001,5,Mexico,Rail,Import,860874426.0
2001,5,Mexico,Rail,Unknown,1764561066.0
2001,5,Mexico,Truck,Export,6472132293.0
2001,5,Mexico,Truck,Import,6471975071.0
2001,5,Mexico,Truck,Unknown,7699449126.0
2001,6,Canada,Foreign Trade Zones (FTZs),Unknown,3157029.0
2001,6,Canada,Mail (U.S. Postal Service),Export,29534.0
2001,6,Canada,Mail (U.S. Postal Service),Import,29534.0
2001,6,Canada,Mail (U.S. Postal Service),Unknown,1320705.0
2001,6,Canada,Other/Unknown,Export,1313882349.0
2001,6,Canada,Other/Unknown,Import,1313882349.0
2001,6,Canada,Other/Unknown,Unknown,911282472.0
2001,6,Canada,Pipeline,Export,6148252.0
2001,6,Canada,Pipeline,Import,6148252.0
2001,6,Canada,Pipeline,Unknown,2475407348.0
2001,6,Canada,Rail,Export,1169847657.0
2001,6,Canada,Rail,Import,1169847657.0
2001,6,Canada,Rail,Unknown,4262636093.0
2001,6,Canada,Truck,Export,10965310593.0
2001,6,Canada,Truck,Import,10965305969.0
2001,6,Canada,Truck,Unknown,10306576434.0
2001,6,Mexico,Foreign Trade Zones (FTZs),Unknown,210221645.0
2001,6,Mexico,Mail (U.S. Postal Service),Export,3535.0
2001,6,Mexico,Mail (U.S. Postal Service),Import,3535.0
2001,6,Mexico,Other/Unknown,Export,420476199.0
2001,6,Mexico,Other/Unknown,Import,420476199.0
2001,6,Mexico,Other/Unknown,Unknown,130578560.0
2001,6,Mexico,Pipeline,Export,20225365.0
2001,6,Mexico,Pipeline,Import,20225365.0
2001,6,Mexico,Pipeline,Unknown,275410.0
2001,6,Mexico,Rail,Export,817581845.0
2001,6,Mexico,Rail,Import,817581845.0
2001,6,Mexico,Rail,Unknown,2057034946.0
2001,6,Mexico,Truck,Export,6177582425.0
2001,6,Mexico,Truck,Import,6177565925.0
2001,6,Mexico,Truck,Unknown,7505424629.0
2001,7,Canada,Foreign Trade Zones (FTZs),Unknown,18846620.0
2001,7,Canada,Mail (U.S. Postal Service),Export,120642.0
2001,7,Canada,Mail (U.S. Postal Service),Import,120642.0
2001,7,Canada,Mail (U.S. Postal Service),Unknown,1192703.0
2001,7,Canada,Other/Unknown,Export,1077426649.0
2001,7,Canada,Other/Unknown,Import,1077426649.0
2001,7,Canada,Other/Unknown,Unknown,920276604.0
2001,7,Canada,Pipeline,Export,17608909.0
2001,7,Canada,Pipeline,Import,17608909.0
2001,7,Canada,Pipeline,Unknown,2445416806.0
2001,7,Canada,Rail,Export,823500973.0
2001,7,Canada,Rail,Import,823500973.0
2001,7,Canada,Rail,Unknown,3017392159.0
2001,7,Canada,Truck,Export,8031721681.0
2001,7,Canada,Truck,Import,8031721681.0
2001,7,Canada,Truck,Unknown,8791062833.0
2001,7,Mexico,Foreign Trade Zones (FTZs),Unknown,124362115.0
2001,7,Mexico,Mail (U.S. Postal Service),Export,38800.0
2001,7,Mexico,Mail (U.S. Postal Service),Import,38800.0
2001,7,Mexico,Mail (U.S. Postal Service),Unknown,13100.0
2001,7,Mexico,Other/Unknown,Export,287721787.0
2001,7,Mexico,Other/Unknown,Import,287721787.0
2001,7,Mexico,Other/Unknown,Unknown,131649260.0
2001,7,Mexico,Pipeline,Export,4072657.0
2001,7,Mexico,Pipeline,Import,4072657.0
2001,7,Mexico,Pipeline,Unknown,2600.0
2001,7,Mexico,Rail,Export,643845826.0
2001,7,Mexico,Rail,Import,643845826.0
2001,7,Mexico,Rail,Unknown,1922345252.0
2001,7,Mexico,Truck,Export,5834578576.0
2001,7,Mexico,Truck,Import,5834505435.0
2001,7,Mexico,Truck,Unknown,6770708483.0
2001,8,Canada,Foreign Trade Zones (FTZs),Unknown,4454582.0
2001,8,Canada,Mail (U.S. Postal Service),Export,29789.0
2001,8,Canada,Mail (U.S. Postal Service),Import,29789.0
2001,8,Canada,Mail (U.S. Postal Service),Unknown,1619859.0
2001,8,Canada,Other/Unknown,Export,1601126676.0
2001,8,Canada,Other/Unknown,Import,1601126676.0
2001,8,Canada,Other/Unknown,Unknown,738801763.0
2001,8,Canada,Pipeline,Export,37231114.0
2001,8,Canada,Pipeline,Import,37231114.0
2001,8,Canada,Pipeline,Unknown,2036997977.0
2001,8,Canada,Rail,Export,1027877839.0
2001,8,Canada,Rail,Import,1027877839.0
2001,8,Canada,Rail,Unknown,4194406135.0
2001,8,Canada,Truck,Export,9792760597.0
2001,8,Canada,Truck,Import,9792760597.0
2001,8,Canada,Truck,Unknown,9922527698.0
2001,8,Mexico,Foreign Trade Zones (FTZs),Unknown,124348293.0
2001,8,Mexico,Mail (U.S. Postal Service),Export,4551.0
2001,8,Mexico,Mail (U.S. Postal Service),Import,4551.0
2001,8,Mexico,Mail (U.S. Postal Service),Unknown,1150.0
2001,8,Mexico,Other/Unknown,Export,377526479.0
2001,8,Mexico,Other/Unknown,Import,377526479.0
2001,8,Mexico,Other/Unknown,Unknown,121262199.0
2001,8,Mexico,Pipeline,Export,40837578.0
2001,8,Mexico,Pipeline,Import,40837578.0
2001,8,Mexico,Pipeline,Unknown,85042.0
2001,8,Mexico,Rail,Export,926537458.0
2001,8,Mexico,Rail,Import,926537458.0
2001,8,Mexico,Rail,Unknown,1854136974.0
2001,8,Mexico,Truck,Export,6605264024.0
2001,8,Mexico,Truck,Import,6605223087.0
2001,8,Mexico,Truck,Unknown,7728318889.0
2001,9,Canada,Foreign Trade Zones (FTZs),Unknown,14179027.0
2001,9,Canada,Mail (U.S. Postal Service),Export,149433.0
2001,9,Canada,Mail (U.S. Postal Service),Import,149433.0
2001,9,Canada,Mail (U.S. Postal Service),Unknown,372.0
2001,9,Canada,Other/Unknown,Export,1053653487.0
2001,9,Canada,Other/Unknown,Import,1053653487.0
2001,9,Canada,Other/Unknown,Unknown,657280933.0
2001,9,Canada,Pipeline,Export,9289748.0
2001,9,Canada,Pipeline,Import,9289748.0
2001,9,Canada,Pipeline,Unknown,1425317014.0
2001,9,Canada,Rail,Export,1061146633.0
2001,9,Canada,Rail,Import,1061141640.0
2001,9,Canada,Rail,Unknown,3921909549.0
2001,9,Canada,Truck,Export,9115234389.0
2001,9,Canada,Truck,Import,9115234389.0
2001,9,Canada,Truck,Unknown,9455802272.0
2001,9,Mexico,Foreign Trade Zones (FTZs),Unknown,95033940.0
2001,9,Mexico,Mail (U.S. Postal Service),Unknown,3812.0
2001,9,Mexico,Other/Unknown,Export,309758491.0
2001,9,Mexico,Other/Unknown,Import,309758491.0
2001,9,Mexico,Other/Unknown,Unknown,133225572.0
2001,9,Mexico,Pipeline,Export,48304449.0
2001,9,Mexico,Pipeline,Import,48304449.0
2001,9,Mexico,Pipeline,Unknown,165333.0
2001,9,Mexico,Rail,Export,804426783.0
2001,9,Mexico,Rail,Import,804426783.0
2001,9,Mexico,Rail,Unknown,1854803302.0
2001,9,Mexico,Truck,Export,5596877079.0
2001,9,Mexico,Truck,Import,5596831329.0
2001,9,Mexico,Truck,Unknown,6917492394.0
2001,10,Canada,Foreign Trade Zones (FTZs),Unknown,2541112.0
2001,10,Canada,Mail (U.S. Postal Service),Export,118901.0
2001,10,Canada,Mail (U.S. Postal Service),Import,118901.0
2001,10,Canada,Mail (U.S. Postal Service),Unknown,9703.0
2001,10,Canada,Other/Unknown,Export,1259707940.0
2001,10,Canada,Other/Unknown,Import,1259707940.0
2001,10,Canada,Other/Unknown,Unknown,804707653.0
2001,10,Canada,Pipeline,Export,14829951.0
2001,10,Canada,Pipeline,Import,14829951.0
2001,10,Canada,Pipeline,Unknown,1701639167.0
2001,10,Canada,Rail,Export,1225050589.0
2001,10,Canada,Rail,Import,1225050589.0
2001,10,Canada,Rail,Unknown,3880324832.0
2001,10,Canada,Truck,Export,10048390865.0
2001,10,Canada,Truck,Import,10048383361.0
2001,10,Canada,Truck,Unknown,10199929049.0
2001,10,Mexico,Foreign Trade Zones (FTZs),Unknown,168428530.0
2001,10,Mexico,Mail (U.S. Postal Service),Unknown,1150.0
2001,10,Mexico,Other/Unknown,Export,415462368.0
2001,10,Mexico,Other/Unknown,Import,415462368.0
2001,10,Mexico,Other/Unknown,Unknown,135629486.0
2001,10,Mexico,Pipeline,Export,29038994.0
2001,10,Mexico,Pipeline,Import,29038994.0
2001,10,Mexico,Pipeline,Unknown,183326.0
2001,10,Mexico,Rail,Export,1064123745.0
2001,10,Mexico,Rail,Import,1064102685.0
2001,10,Mexico,Rail,Unknown,2002967625.0
2001,10,Mexico,Truck,Export,6796194378.0
2001,10,Mexico,Truck,Import,6796128752.0
2001,10,Mexico,Truck,Unknown,7892887591.0
2001,11,Canada,Foreign Trade Zones (FTZs),Unknown,13032361.0
2001,11,Canada,Mail (U.S. Postal Service),Export,24727.0
2001,11,Canada,Mail (U.S. Postal Service),Import,24727.0
2001,11,Canada,Mail (U.S. Postal Service),Unknown,5873.0
2001,11,Canada,Other/Unknown,Export,1137662278.0
2001,11,Canada,Other/Unknown,Import,1137662278.0
2001,11,Canada,Other/Unknown,Unknown,630075793.0
2001,11,Canada,Pipeline,Export,10316010.0
2001,11,Canada,Pipeline,Import,10316010.0
2001,11,Canada,Pipeline,Unknown,1505059316.0
2001,11,Canada,Rail,Export,1142381358.0
2001,11,Canada,Rail,Import,1142381358.0
2001,11,Canada,Rail,Unknown,4028561634.0
2001,11,Canada,Truck,Export,9600356160.0
2001,11,Canada,Truck,Import,9600356160.0
2001,11,Canada,Truck,Unknown,9572485335.0
2001,11,Mexico,Foreign Trade Zones (FTZs),Unknown,173935199.0
2001,11,Mexico,Mail (U.S. Postal Service),Unknown,2166.0
2001,11,Mexico,Other/Unknown,Export,312998201.0
2001,11,Mexico,Other/Unknown,Import,312998201.0
2001,11,Mexico,Other/Unknown,Unknown,139665800.0
2001,11,Mexico,Pipeline,Export,29623806.0
2001,11,Mexico,Pipeline,Import,29623806.0
2001,11,Mexico,Pipeline,Unknown,59963.0
2001,11,Mexico,Rail,Export,941341305.0
2001,11,Mexico,Rail,Import,941289427.0
2001,11,Mexico,Rail,Unknown,1811424716.0
2001,11,Mexico,Truck,Export,6133540256.0
2001,11,Mexico,Truck,Import,6133449606.0
2001,11,Mexico,Truck,Unknown,7232106359.0
2001,12,Canada,Foreign Trade Zones (FTZs),Unknown,13783908.0
2001,12,Canada,Mail (U.S. Postal Service),Export,12183.0
2001,12,Canada,Mail (U.S. Postal Service),Import,12183.0
2001,12,Canada,Mail (U.S. Postal Service),Unknown,1200.0
2001,12,Canada,Other/Unknown,Export,778116027.0
2001,12,Canada,Other/Unknown,Import,778116027.0
2001,12,Canada,Other/Unknown,Unknown,742545021.0
2001,12,Canada,Pipeline,Export,11321519.0
2001,12,Canada,Pipeline,Import,11321519.0
2001,12,Canada,Pipeline,Unknown,1327674546.0
2001,12,Canada,Rail,Export,1014141884.0
2001,12,Canada,Rail,Import,1014141884.0
2001,12,Canada,Rail,Unknown,3513895489.0
2001,12,Canada,Truck,Export,8342734304.0
2001,12,Canada,Truck,Import,8342734304.0
2001,12,Canada,Truck,Unknown,8161462909.0
2001,12,Mexico,Foreign Trade Zones (FTZs),Unknown,139175849.0
2001,12,Mexico,Mail (U.S. Postal Service),Export,20500.0
2001,12,Mexico,Mail (U.S. Postal Service),Import,20500.0
2001,12,Mexico,Other/Unknown,Export,330679780.0
2001,12,Mexico,Other/Unknown,Import,330679780.0
2001,12,Mexico,Other/Unknown,Unknown,125592525.0
2001,12,Mexico,Pipeline,Export,6057791.0
2001,12,Mexico,Pipeline,Import,6057791.0
2001,12,Mexico,Pipeline,Unknown,112302.0
2001,12,Mexico,Rail,Export,756897003.0
2001,12,Mexico,Rail,Import,756897003.0
2001,12,Mexico,Rail,Unknown,1718207608.0
2001,12,Mexico,Truck,Export,5210157197.0
2001,12,Mexico,Truck,Import,5210146197.0
2001,12,Mexico,Truck,Unknown,6053572645.0
2002,1,Canada,Foreign Trade Zones (FTZs),Unknown,8777547.0
2002,1,Canada,Mail (U.S. Postal Service),Export,35551.0
2002,1,Canada,Mail (U.S. Postal Service),Import,35551.0
2002,1,Canada,Mail (U.S. Postal Service),Unknown,146542.0
2002,1,Canada,Other/Unknown,Export,1072114291.0
2002,1,Canada,Other/Unknown,Import,1072114291.0
2002,1,Canada,Other/Unknown,Unknown,814700581.0
2002,1,Canada,Pipeline,Export,19219711.0
2002,1,Canada,Pipeline,Import,19219711.0
2002,1,Canada,Pipeline,Unknown,1572266380.0
2002,1,Canada,Rail,Export,944229292.0
2002,1,Canada,Rail,Import,944229292.0
2002,1,Canada,Rail,Unknown,3676002868.0
2002,1,Canada,Truck,Export,8809145737.0
2002,1,Canada,Truck,Import,8809145737.0
2002,1,Canada,Truck,Unknown,8971381781.0
2002,1,Mexico,Foreign Trade Zones (FTZs),Unknown,107645771.0
2002,1,Mexico,Mail (U.S. Postal Service),Export,73165.0
2002,1,Mexico,Mail (U.S. Postal Service),Import,73165.0
2002,1,Mexico,Other/Unknown,Export,259090147.0
2002,1,Mexico,Other/Unknown,Import,259090147.0
2002,1,Mexico,Other/Unknown,Unknown,108584540.0
2002,1,Mexico,Pipeline,Export,38072405.0
2002,1,Mexico,Pipeline,Import,38072405.0
2002,1,Mexico,Pipeline,Unknown,46989.0
2002,1,Mexico,Rail,Export,783706351.0
2002,1,Mexico,Rail,Import,783324133.0
2002,1,Mexico,Rail,Unknown,1590924229.0
2002,1,Mexico,Truck,Export,5675402737.0
2002,1,Mexico,Truck,Import,5675155513.0
2002,1,Mexico,Truck,Unknown,6866544405.0
2002,2,Canada,Foreign Trade Zones (FTZs),Unknown,2736862.0
2002,2,Canada,Mail (U.S. Postal Service),Export,28767.0
2002,2,Canada,Mail (U.S. Postal Service),Import,28767.0
2002,2,Canada,Other/Unknown,Export,1038905105.0
2002,2,Canada,Other/Unknown,Import,1038905105.0
2002,2,Canada,Other/Unknown,Unknown,728644575.0
2002,2,Canada,Pipeline,Export,3962054.0
2002,2,Canada,Pipeline,Import,3962054.0
2002,2,Canada,Pipeline,Unknown,1258725480.0
2002,2,Canada,Rail,Export,1146428716.0
2002,2,Canada,Rail,Import,1146428716.0
2002,2,Canada,Rail,Unknown,4023507500.0
2002,2,Canada,Truck,Export,9147354817.0
2002,2,Canada,Truck,Import,9147349817.0
2002,2,Canada,Truck,Unknown,9231367897.0
2002,2,Mexico,Foreign Trade Zones (FTZs),Unknown,118220458.0
2002,2,Mexico,Mail (U.S. Postal Service),Export,52430.0
2002,2,Mexico,Mail (U.S. Postal Service),Import,52430.0
2002,2,Mexico,Mail (U.S. Postal Service),Unknown,12685.0
2002,2,Mexico,Other/Unknown,Export,282832899.0
2002,2,Mexico,Other/Unknown,Import,282832899.0
2002,2,Mexico,Other/Unknown,Unknown,117548197.0
2002,2,Mexico,Pipeline,Export,15043888.0
2002,2,Mexico,Pipeline,Import,15043888.0
2002,2,Mexico,Pipeline,Unknown,82525.0
2002,2,Mexico,Rail,Export,802709047.0
2002,2,Mexico,Rail,Import,802705047.0
2002,2,Mexico,Rail,Unknown,1646172913.0
2002,2,Mexico,Truck,Export,5286138047.0
2002,2,Mexico,Truck,Import,5286058801.0
2002,2,Mexico,Truck,Unknown,6863477602.0
2002,3,Canada,Foreign Trade Zones (FTZs),Unknown,2679806.0
2002,3,Canada,Mail (U.S. Postal Service),Export,24922.0
2002,3,Canada,Mail (U.S. Postal Service),Import,24922.0
2002,3,Canada,Other/Unknown,Export,1176883236.0
2002,3,Canada,Other/Unknown,Import,1176883236.0
2002,3,Canada,Other/Unknown,Unknown,515080257.0
2002,3,Canada,Pipeline,Export,15909220.0
2002,3,Canada,Pipeline,Import,15909220.0
2002,3,Canada,Pipeline,Unknown,1710691023.0
2002,3,Canada,Rail,Export,1406565153.0
2002,3,Canada,Rail,Import,1406565153.0
2002,3,Canada,Rail,Unknown,4337620715.0
2002,3,Canada,Truck,Export,10177824601.0
2002,3,Canada,Truck,Import,10177824601.0
2002,3,Canada,Truck,Unknown,10072534511.0
2002,3,Mexico,Foreign Trade Zones (FTZs),Unknown,120918004.0
2002,3,Mexico,Mail (U.S. Postal Service),Export,6959.0
2002,3,Mexico,Mail (U.S. Postal Service),Import,6959.0
2002,3,Mexico,Mail (U.S. Postal Service),Unknown,1997.0
2002,3,Mexico,Other/Unknown,Export,247673765.0
